fb,tb,raa,rab,rac,rbb,rbc,rcc,xaa,xab,xac,xbb,xbc,xcc,type,name,status,s_base,v_ln_base,z_base,phases
5,8,1.733542899408284e-05,0.0,0.0,1.733542899408284e-05,0.0,1.733542899408284e-05,0.0,0.0,0.0,0.0,0.0,0.0,switch,671692,CLOSED,1000000,2401.7771198288433,5.768533333333334,abc
5,8,1.733542899408284e-05,0.0,0.0,1.733542899408284e-05,0.0,1.733542899408284e-05,0.0,0.0,0.0,0.0,0.0,0.0,switch,671692,CLOSED,1000000,2401.7771198288433,5.768533333333334,abc
5,8,1.733542899408284e-05,0.0,0.0,1.733542899408284e-05,0.0,1.733542899408284e-05,0.0,0.0,0.0,0.0,0.0,0.0,switch,671692,CLOSED,1000000,2401.7771198288433,5.768533333333334,abc
5,8,1.733542899408284e-05,0.0,0.0,1.733542899408284e-05,0.0,1.733542899408284e-05,0.0,0.0,0.0,0.0,0.0,0.0,switch,671692,CLOSED,1000000,2401.7771198288433,5.768533333333334,abc
5,8,1.733542899408284e-05,0.0,0.0,1.733542899408284e-05,0.0,1.733542899408284e-05,0.0,0.0,0.0,0.0,0.0,0.0,switch,671692,CLOSED,1000000,2401.7771198288433,5.768533333333334,abc
5,8,0.0,0.0,0.0,0.0,0.0,1.733542899408284e-05,0.0,0.0,0.0,0.0,0.0,0.0,switch,671692,CLOSED,1000000,2401.7771198288433,5.768533333333334,bc
5,8,0.0,0.0,0.0,0.0,0.0,1.733542899408284e-05,0.0,0.0,0.0,0.0,0.0,0.0,switch,671692,CLOSED,1000000,2401.7771198288433,5.768533333333334,bc
5,8,1.733542899408284e-05,0.0,0.0,1.733542899408284e-05,0.0,1.733542899408284e-05,0.0,0.0,0.0,0.0,0.0,0.0,switch,671692,CLOSED,1000000,2401.7771198288433,5.768533333333334,abc
5,8,1.733542899408284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,switch,671692,CLOSED,1000000,2401.7771198288433,5.768533333333334,ac
5,8,0.0,0.0,0.0,0.0,0.0,1.733542899408284e-05,0.0,0.0,0.0,0.0,0.0,0.0,switch,671692,CLOSED,1000000,2401.7771198288433,5.768533333333334,c
5,8,1.733542899408284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,switch,671692,CLOSED,1000000,2401.7771198288433,5.768533333333334,a
5,8,1.733542899408284e-05,0.0,0.0,1.733542899408284e-05,0.0,1.733542899408284e-05,0.0,0.0,0.0,0.0,0.0,0.0,switch,671692,CLOSED,1000000,2401.7771198288433,5.768533333333334,abc
