fb,tb,raa,rab,rac,rbb,rbc,rcc,xaa,xab,xac,xbb,xbc,xcc,type,name,status,s_base,v_ln_base,z_base,phases
1,2,5.000928023298818e-08,0.0,0.0,5.000928023298818e-08,0.0,5.000928023298818e-08,5.000928023298818e-05,0.0,0.0,5.000928023298818e-05,0.0,5.000928023298818e-05,transformer,reg1a,,1000000.0,2401.7771198288438,5.768533333333334,abc
2,3,0.0001733542899408,0.0,0.0,0.0001733542899408,0.0,0.0001733542899408,0.0001733542899408,0.0,0.0,0.0001733542899408,0.0,0.0001733542899408,switch,sw1,CLOSED,1000000.0,2401.7771198288438,5.768533333333334,abc
3,4,0.0060096154077292,0.0020487325490014,0.0020159002866124,0.0061278114829881,0.002074998289571,0.0060608336954511,0.0141572670349482,0.0065887762805103,0.0050548534809541,0.0137659065504807,0.0055630967779215,0.0139878526026257,line,l115,,1000000.0,2401.7771198288438,5.768533333333334,abc
4,5,0.0,0.0,0.0,0.007637110103088,0.0,0.0,0.0,0.0,0.0,0.0077422553869845,0.0,0.0,line,l1,,1000000.0,2401.7771198288438,5.768533333333334,b
4,6,0.0,0.0,0.0,0.0,0.0,0.0109101572901257,0.0,0.0,0.0,0.0,0.0,0.0110603648385493,line,l2,,1000000.0,2401.7771198288438,5.768533333333334,c
4,7,0.0045072115557969,0.0015365494117511,0.0015119252149593,0.0045958586122411,0.0015562487171782,0.0045456252715883,0.0106179502762111,0.0049415822103827,0.0037911401107156,0.0103244299128605,0.0041723225834411,0.0104908894519693,line,l3,,1000000.0,2401.7771198288438,5.768533333333334,abc
6,8,0.0,0.0,0.0,0.0,0.0,0.0087281258321005,0.0,0.0,0.0,0.0,0.0,0.0088482918708394,line,l4,,1000000.0,2401.7771198288438,5.768533333333334,c
6,9,0.0,0.0,0.0,0.0,0.0,0.0141832044771634,0.0,0.0,0.0,0.0,0.0,0.0143784742901141,line,l5,,1000000.0,2401.7771198288438,5.768533333333334,c
9,10,0.0,0.0,0.0,0.0,0.0,0.0109101572901257,0.0,0.0,0.0,0.0,0.0,0.0110603648385493,line,l6,,1000000.0,2401.7771198288438,5.768533333333334,c
7,11,0.0030048077038646,0.0010243662745007,0.0010079501433062,0.003063905741494,0.0010374991447855,0.0030304168477255,0.0070786335174741,0.0032943881402551,0.002527426740477,0.0068829532752403,0.0027815483889607,0.0069939263013128,line,l7,,1000000.0,2401.7771198288438,5.768533333333334,abc
11,12,0.0,0.0,0.0,0.0098191415611131,0.0,0.0,0.0,0.0,0.0,0.0099543283546944,0.0,0.0,line,l8,,1000000.0,2401.7771198288438,5.768533333333334,b
11,13,0.0098191415611131,0.0,0.0,0.0,0.0,0.0,0.0099543283546944,0.0,0.0,0.0,0.0,0.0,line,l9,,1000000.0,2401.7771198288438,5.768533333333334,a
